Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Tipologia_parc,Nombre_vehicles
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Altres vehicles,43
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Altres vehicles,249
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Altres vehicles,170
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Altres vehicles,256
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Altres vehicles,666
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Altres vehicles,173
2013,6,Gràcia,28,Vallcarca i els Penitents,Altres vehicles,93
2013,6,Gràcia,29,el Coll,Altres vehicles,38
2013,6,Gràcia,30,la Salut,Altres vehicles,90
2013,6,Gràcia,31,la Vila de Gràcia,Altres vehicles,364
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Altres vehicles,185
2013,7,Horta-Guinardó,33,el Baix Guinardó,Altres vehicles,205
2013,7,Horta-Guinardó,34,Can Baró,Altres vehicles,68
2013,7,Horta-Guinardó,35,el Guinardó,Altres vehicles,293
